,Datetime,Open,High,Low,Close,Volume,ScripName,ScripCode
0,2021-01-01T00:00:00,1996.9,2007.95,1990.7,1994.05,1106099,KOTAKBANK,1922
1,2021-01-04T00:00:00,2004.0,2005.95,1955.0,1965.55,3141429,KOTAKBANK,1922
2,2021-01-05T00:00:00,1959.5,1964.4,1935.0,1959.75,3263230,KOTAKBANK,1922
3,2021-01-06T00:00:00,1973.9,1979.0,1948.4,1970.4,3452515,KOTAKBANK,1922
4,2021-01-07T00:00:00,1984.0,1984.0,1947.5,1952.4,3419317,KOTAKBANK,1922
5,2021-01-08T00:00:00,1972.0,1976.0,1946.25,1970.7,3262897,KOTAKBANK,1922
6,2021-01-11T00:00:00,1960.0,1966.9,1935.4,1938.15,2995521,KOTAKBANK,1922
7,2021-01-12T00:00:00,1929.8,1930.1,1895.85,1903.45,6035580,KOTAKBANK,1922
8,2021-01-13T00:00:00,1911.0,1911.0,1877.0,1882.1,5583130,KOTAKBANK,1922
9,2021-01-14T00:00:00,1892.0,1905.0,1871.05,1892.65,4803638,KOTAKBANK,1922
10,2021-01-15T00:00:00,1894.2,1904.0,1854.05,1863.9,2715164,KOTAKBANK,1922
11,2021-01-18T00:00:00,1870.5,1872.25,1838.85,1846.95,5004628,KOTAKBANK,1922
12,2021-01-19T00:00:00,1856.1,1892.0,1845.25,1887.0,4805514,KOTAKBANK,1922
13,2021-01-20T00:00:00,1890.0,1890.0,1869.45,1883.6,3041448,KOTAKBANK,1922
14,2021-01-21T00:00:00,1900.0,1904.9,1845.75,1857.8,5668862,KOTAKBANK,1922
15,2021-01-22T00:00:00,1850.0,1875.0,1824.5,1828.0,4298175,KOTAKBANK,1922
16,2021-01-25T00:00:00,1845.0,1867.4,1775.0,1794.4,6610138,KOTAKBANK,1922
17,2021-01-27T00:00:00,1798.0,1823.45,1746.35,1764.7,7892319,KOTAKBANK,1922
18,2021-01-28T00:00:00,1731.0,1764.45,1701.0,1722.85,6035924,KOTAKBANK,1922
